BIZ_NO,END_DATE,STRT_DATE,CLSBZ_GB,STAT_OCR_DATE
5088111975,99991231,20200731,6,
5088111975,20080609,20200731,3,20080530
3058123455,99991231,20131223,6,
3058123455,20131222,20200731,3,20131007
3058123455,20131209,20200731,6,
3058123455,20100201,20200731,3,20091130
2148110561,99991231,20200731,6,
2148110561,20131027,20200731,3,20031231
5138130066,99991231,20211213,6,
5138130066,20211212,20210831,3,20210831
1248606809,99991231,20151105,6,
1248606809,20151104,20200731,3,20140630
1248617209,99991231,20161017,5,
1248617209,20161016,20200731,2,
1128133235,99991231,20200731,6,
1128133235,20131027,20200731,3,20011231
1278138533,99991231,20200731,6,
1198143791,99991231,20170103,5,
1198143791,20170102,20161228,2,
4188105961,99991231,20200731,6,
4188105961,20131027,20200731,3,20050331
5158114494,99991231,20200731,5,
5158114494,20131027,20200731,2,
2158102706,99991231,20201012,5,
2158102706,20201011,20201007,2,
2148653610,99991231,20200731,5,
2148653610,20051124,20200731,2,
4098159838,99991231,20200731,6,
4098159838,20060322,20200731,3,20010630
1298118606,99991231,20200731,5,
1298118606,20131027,20200731,2,
1248117941,99991231,20200731,6,
1248117941,20131027,20200731,3,20061031
6228114910,99991231,20200731,6,
6228114910,20131027,20200731,3,19961220
6088118152,99991231,20151014,5,
6088118152,20151013,20151007,2,
1088147934,99991231,20200731,5,
1088147934,20131027,20200731,2,
3158131307,99991231,20200731,6,
3158131307,20090329,20200731,3,20081127
2158169497,99991231,20200731,6,
2158169497,20131027,20200731,3,20060401
2158169497,20060525,20200731,2,
6218112689,99991231,20200731,6,
6218112689,20131027,20200731,3,19940419
1348186940,99991231,20200731,6,
1348186940,20131027,20200731,3,20020731
1058606394,99991231,20200731,6,
1058606394,20100224,20200731,3,20010701
2118647915,99991231,20130111,6,
2118647915,20130110,20200731,3,20120331
2158194356,99991231,20200630,5,
2158194356,20200629,20200731,2,
1078174156,99991231,20200731,5,
1078174156,20081012,20200731,2,
1168125095,99991231,20220117,6,
1168125095,20220116,20201231,3,20201231
6028138034,99991231,20200731,6,
6028138034,20131027,20200731,3,20051231
1098160342,99991231,20130510,6,
1098160342,20130509,20200731,3,20091231
1098160342,20130403,20200731,5,
1098160342,20080427,20200731,2,
1098160342,20070121,20200731,5,
1098160342,20051124,20200731,2,
1288130698,99991231,20170317,6,
1288130698,20170316,20200731,3,20161117
1078689066,99991231,20200731,6,
1078689066,20131027,20200731,3,20070331
5118108457,99991231,20220824,6,
5118108457,20220823,20220817,3,20220817
1058138343,99991231,20181018,6,
1058138343,20181017,20200731,3,20170630
1058138343,20180718,20200731,6,
1058138343,20100705,20200731,3,20060926
4028146647,99991231,20200731,6,
4028146647,20131027,20200731,3,20020430
2208170884,99991231,20160219,5,
2208170884,20160218,20200731,2,
2148706642,99991231,20200731,6,
2148706642,20131027,20200731,3,20070628
1268153962,99991231,20220406,6,
1268153962,20220405,20220131,3,20220131
1198101807,99991231,20190325,6,
1198101807,20190324,20200731,3,20050331
5108107907,99991231,20200731,6,
5108107907,20090512,20200731,3,20090331
3018134192,99991231,20200731,6,
3018134192,20131027,20200731,3,20070330
2278107698,99991231,20200731,6,
2278107698,20131027,20200731,3,20080204
1198149761,99991231,20200731,5,
1198149761,20070927,20200731,2,
5108112002,99991231,20201014,5,
5108112002,20201013,20200731,2,
1278175222,99991231,20200731,5,
1278175222,20100412,20200731,2,
3148155494,99991231,20200731,5,
3148155494,20131027,20200731,2,
6078132113,99991231,20200731,5,
6078132113,20051124,20200731,2,
2198128542,99991231,20200731,6,
2198128542,20100112,20200731,3,20090630
6098175743,99991231,20200731,6,
6098175743,20080221,20200731,3,20061231
1098156310,99991231,20200731,5,
1098156310,20131027,20200731,2,
6028102273,99991231,20200731,6,20120709
6028102273,20120710,20200731,3,20111231
1318182682,99991231,20200731,6,
1318182682,20131027,20200731,3,20031231
2048155197,99991231,20200731,6,
2048155197,20131027,20200731,3,20051216
1148188677,99991231,20200731,6,
1148188677,20060822,20200731,3,20040315
2158603393,99991231,20200731,6,
2228112274,99991231,20150918,5,
2228112274,20150917,20200731,2,
1328158453,99991231,20200731,6,
1328158453,20131027,20200731,3,20050630
1068195390,99991231,20200731,5,
1068195390,20070321,20200731,2,
1068195390,20061129,20200731,5,
1068195390,20060209,20200731,2,
5058113222,99991231,20130206,5,
5058113222,20130205,20200731,2,
5058113222,20130109,20120908,5,
5058113222,20120907,20200731,2,
1068183157,99991231,20200731,5,
1318149441,99991231,20140218,6,
1318149441,20140217,20200731,3,20130717
2048155315,99991231,20200731,6,
2048155315,20131027,20200731,3,20040205
1208638968,99991231,20200731,6,
1208638968,20070328,20200731,3,20061031
1278149122,99991231,20130626,6,
1278149122,20130625,20200731,3,20120930
2118719565,99991231,20130404,6,
2118719565,20130403,20130308,3,20091209
2118719565,20130307,20200731,2,
2208130223,99991231,20130404,5,
2208130223,20130403,20130107,2,
2068173191,99991231,20200731,6,
2068173191,20080427,20200731,3,20060223
2068173191,20060525,20200731,5,
2068173191,20060214,20200731,2,
3018144652,99991231,20220103,5,
3018144652,20220102,20210325,2,
3018144652,20210324,20210222,5,
3018144652,20210221,20200910,2,
1328123008,99991231,20121005,6,
1328123008,20121004,20200731,3,20120618
6118110267,99991231,20200731,6,
6118110267,20101207,20200731,3,20100630
1018188967,99991231,20121211,5,
1018188967,20121210,20200731,2,
1018188967,20120206,20200731,5,
1018188967,20111101,20200731,2,
1218131551,99991231,20200731,5,
1218131551,20081103,20200731,2,
1068604759,99991231,20200422,6,
1068604759,20200421,20200731,3,20191202
6068119553,99991231,20220607,5,
6068119553,20220606,20220228,2,
6068119553,20220227,20220117,5,
6068119553,20220116,20211018,2,
6068119553,20211017,20211005,5,
6068119553,20211004,20210426,2,
5038141848,99991231,20200731,6,
5038141848,20091222,20200731,3,20090309
6128112894,99991231,20200731,6,
6128112894,20131027,20200731,3,20050618
6128112894,20060302,20200731,6,
6128112894,20060202,20200731,3,20041231
6128112894,20050801,20200731,2,
5038140475,99991231,20131028,5,
5038140475,20131027,20200731,2,
2158174684,99991231,20200731,6,
2158174684,20100906,20200731,3,20031231
1138142299,99991231,20200731,6,
1138142299,20060822,20200731,3,20050630
1258132251,99991231,20200731,6,
1258132251,20131027,20200731,3,19960715
2108132995,99991231,20200731,6,
2108132995,20080221,20200731,3,20010106
1248178837,99991231,20200731,6,
1248178837,20070808,20200731,3,20070430
2208157498,99991231,20200731,5,
2128155655,99991231,20200731,6,
2128155655,20060226,20200731,3,20011231
1248650998,99991231,20200731,6,
1248650998,20131027,20200731,3,20061231
5038148195,99991231,20150216,5,
5038148195,20150215,20200731,2,
3058145347,99991231,20200731,6,
3058145347,20131027,20200731,3,20080327
2208657469,99991231,20150805,6,
2208657469,20150804,20200731,3,20131231
2048113862,99991231,20150119,5,
2048113862,20150118,20200731,2,
6158111730,99991231,20200731,6,
6158111730,20070711,20200731,3,20070630
6158111730,20070704,20200731,6,
6158111730,20070429,20200731,3,20070330
4108133196,99991231,20170104,5,
4108133196,20170103,20161229,2,
1068626184,99991231,20200731,5,
1068626184,20131027,20200731,2,
1068626184,20090730,20200731,6,
1068626184,20090414,20200731,3,20071231
1248177575,99991231,20161116,6,
1248177575,20161115,20200731,3,20121231
1248177575,20151206,20200731,6,
1248177575,20110411,20200731,3,20090605
1248182006,99991231,20130405,6,
1248182006,20130404,20130111,3,20121128
1208654196,99991231,20200731,5,
1208654196,20131027,20200731,2,
1078621974,99991231,20200731,6,20110916
1078621974,20110917,20200731,3,20100726
1108161642,99991231,20200731,5,
1108161642,20110929,20200731,2,
1108161642,20101031,20200731,6,
1108161642,20100224,20200731,3,20090701
4108135966,99991231,20200731,6,
4108135966,20131027,20200731,3,19960819
2208632022,99991231,20151113,6,
2208632022,20151112,20200731,3,20151016
2118715900,99991231,20200731,6,
2118715900,20080427,20200731,3,20060529
2118715900,20060822,20200731,2,
1258113327,99991231,20200731,6,
1258113327,20131027,20200731,3,20070628
1198146968,99991231,20200731,5,
1198146968,20080427,20200731,2,
1248133674,99991231,20211027,6,
1248133674,20211026,20210930,3,20210930
1248133674,20210929,20151202,5,
1248133674,20151201,20200731,2,
1248133674,20151123,20150112,5,
1248133674,20150111,20200731,2,
1248133674,20150101,20140106,5,
1248133674,20140105,20200731,2,
4178128170,99991231,20150911,6,
4178128170,20150910,20150807,3,20141231
3128145476,99991231,20200731,6,
3128145476,20111130,20200731,3,20090630
3128145476,20091008,20200731,6,
3128145476,20080720,20200731,3,20080327
3128145476,20080401,20200731,6,
3128145476,20070905,20200731,3,20070430
1208186602,99991231,20200731,5,
1208186602,20090108,20200731,2,
2298132999,99991231,20131028,5,
2298132999,20131027,20200731,2,
1258147638,99991231,20131104,5,
1258147638,20131103,20200731,2,
1258147638,20131027,20130510,5,
1258147638,20130509,20130507,2,
6098153598,99991231,20200731,6,
2208622941,99991231,20200731,6,
2208622941,20110117,20200731,3,20100930
6128102270,99991231,20210104,5,
6128102270,20210103,20200731,2,
6128102270,20200617,20200731,5,
6128102270,20080427,20200731,2,
6128102270,20080221,20200731,5,
6128102270,20060525,20200731,2,
3148162087,99991231,20200731,6,
3148162087,20131027,20200731,3,20031031
4118105238,99991231,20200731,6,
4118105238,20080317,20200731,3,20071231
4118105238,20080110,20200731,2,
4178127716,99991231,20200731,6,
4178127716,20070429,20200731,3,20050630
1228176212,99991231,20200731,6,
1228176212,20060214,20200731,3,20030228
6108161142,99991231,20140316,6,
6108161142,20140315,20200731,3,20111231
5038159391,99991231,20200731,5,
5038159391,20111101,20200731,2,
5088106808,99991231,20200731,5,
5088106808,20060607,20200731,2,
1288133619,99991231,20150210,5,
1288133619,20150209,20200731,2,
1288133619,20150112,20200731,6,
1288133619,20120802,20200731,3,20110720
5118109214,99991231,20200731,5,
5118109214,20061108,20200731,2,
2108128230,99991231,20200916,5,
2108128230,20200915,20200731,2,
2108128230,20200825,20200108,5,
2108128230,20200107,20200731,2,
2108128230,20200101,20190424,5,
2108128230,20190423,20200731,2,
1048175307,99991231,20200731,5,
1048175307,20060525,20200731,2,
5088110165,99991231,20200731,6,
2178106784,99991231,20200731,6,
2178106784,20080602,20200731,3,20080331
2158644206,99991231,20200731,6,
2158644206,20131027,20200731,3,20030630
1188119056,99991231,20200731,5,
1188111864,99991231,20210503,5,
1188111864,20210502,20201117,2,
1208172544,99991231,20200731,5,
1208172544,20131027,20200731,2,
1208172544,20070308,20200731,5,
1208172544,20070307,20200731,2,
1228127818,99991231,20200731,6,
1228127818,20131027,20200731,3,20031231
2298105037,99991231,20200731,6,
2298105037,20131027,20200731,3,19960821
4168129176,99991231,20150608,5,
4168129176,20150607,20200731,2,20150413
2208622238,99991231,20200731,6,
2208622238,20080427,20200731,3,20020711
1278120222,99991231,20200731,6,
1278120222,20131027,20200731,3,20040611
4088149185,99991231,20131028,6,
4088149185,20131027,20200731,3,20120926
1208179042,99991231,20170804,6,
1208179042,20170803,20200731,3,20130630
1208179042,20170316,20130110,6,
1208179042,20130109,20200731,3,20120731
1208175672,99991231,20200731,6,
1208175672,20131027,20200731,3,19991231
3148141855,99991231,20200731,6,
3148141855,20071115,20200731,3,20070914
1348502711,99991231,20140407,6,
1348502711,20140406,20140402,3,20140306
1318183172,99991231,20141216,6,
1318183172,20141215,20141211,3,20141115
2118609702,99991231,20200731,6,
2118609702,20131027,20200731,3,20071231
2208132783,99991231,20131209,5,
2208132783,20131208,20200731,2,
6108150868,99991231,20200731,6,
6108150868,20080221,20200731,3,20051228
1078602297,99991231,20200731,5,
1078602297,20131027,20200731,2,
2068161773,99991231,20190325,6,
2068161773,20190324,20200731,3,20020630
1148635175,99991231,20200731,6,
1148635175,20120206,20200731,3,20070630
1338132534,99991231,20220615,6,
1338132534,20220614,20220504,3,20220504
1338132534,20220503,20210705,5,
1338132534,20210704,20210429,2,
1338132534,20210428,20210406,5,
1338132534,20210405,20210127,2,
1228179316,99991231,20200731,6,
1228179316,20120802,20200731,3,20120531
6118107286,99991231,20200731,5,
6118107286,20091207,20200731,2,
1248602098,99991231,20220712,5,
1248602098,20220711,20210810,2,
5068147652,99991231,20200731,6,
5068147652,20110314,20200731,3,20100630
1328139193,99991231,20200731,5,
1328139193,20060125,20200731,2,
1058193647,99991231,20200731,6,
1058193647,20131027,20200731,3,19981221
2208608838,99991231,20200731,6,
2208608838,20131027,20200731,3,20100812
1218101552,99991231,20200731,5,
1148188342,99991231,20200731,6,
1148188342,20131027,20200731,3,20091022
2148777074,99991231,20200731,6,
2148777074,20131027,20200731,3,20060228
3158131156,99991231,20130405,6,
3158131156,20130404,20200731,3,20111231
2118709048,99991231,20200731,6,
2118709048,20131204,20200731,3,20091029
2118709048,20091102,20200731,2,
2118709048,20090629,20200731,5,
2118709048,20090106,20200731,2,
1208115640,99991231,20200731,5,
1208115640,20120604,20200731,2,
2278110214,99991231,20200731,6,
2278110214,20080324,20200731,3,20030930
2068183817,99991231,20200731,5,
2068183817,20131027,20200731,2,
1288166648,99991231,20200731,6,
1288166648,20131027,20200731,3,20090731
4158106452,99991231,20200731,5,
4158106452,20090106,20200731,2,
6088142934,99991231,20200731,6,
6088142934,20131027,20200731,3,20010630
2118723303,99991231,20200731,6,
2118723303,20131027,20200731,3,20050331
3128145253,99991231,20210728,6,
3128145253,20210727,20200731,3,20190531
1168169657,99991231,20200731,6,
1168169657,20111101,20200731,3,20020430
3148120317,99991231,20200731,5,
3148120317,20101227,20200731,2,
3148120317,20091222,20200731,5,
3148120317,20090406,20200731,2,
3148120317,20090101,20200731,5,
3148120317,20081126,20200731,2,
3148120317,20080324,20200731,5,
3148120317,20080317,20200731,2,
1268158536,99991231,20150508,5,
1268158536,20150507,20200731,2,
2158179845,99991231,20191101,5,
2158179845,20191031,20200731,2,
