BIZ_NO,END_DATE,STRT_DATE,CLSBZ_GB,STAT_OCR_DATE
5138105683,99991231,20210506,3,20210506
4098178062,99991231,20211031,3,20211031
1068142253,99991231,20210430,3,20210430
2148140968,99991231,20220531,3,20220531
1208634394,99991231,20201030,3,20201030
1198106122,99991231,20200731,3,20200723
1348609666,99991231,20210719,3,20210719
2138639274,99991231,20191231,3,20191231
1378154660,99991231,20220715,3,20220715
1238519056,99991231,20200731,3,20190731
6038149645,99991231,20200731,3,20191031
5158124726,99991231,20201231,3,20201231
6028116118,99991231,20211210,3,20211210
1188109432,99991231,20200731,3,20191231
1308172954,99991231,20211231,3,20211231
1248130696,99991231,20220430,3,20220430
1218114080,99991231,20211227,3,20211227
2108125437,99991231,20201210,3,20201210
3128130518,99991231,20200731,3,20200131
1138135804,99991231,20211217,3,20211217
6098158007,99991231,20200731,3,20200723
3078109880,99991231,20211102,3,20211102
1208138492,99991231,20200630,3,20200630
1208622942,99991231,20200731,3,20190731
6168105565,99991231,20210830,3,20210830
2128128823,99991231,20200731,3,20200218
2098110180,99991231,20220517,3,20220517
2168115941,99991231,20210531,3,20210531
3068134770,99991231,20200528,3,20200528
1208195004,99991231,20220720,3,20220720
6098160686,99991231,20210712,3,20210712
3068130056,99991231,20210630,3,20210630
1208162459,99991231,20200731,3,20181203
1198102602,99991231,20211214,3,20211214
1088149500,99991231,20211021,3,20211021
3028110951,99991231,20210427,3,20210427
1048125618,99991231,20220701,3,20220701
5038148268,99991231,20201230,3,20201230
3058142879,99991231,20200731,3,20190830
1198162269,99991231,20200731,3,20200420
2208655476,99991231,20201231,3,20201231
6038146575,99991231,20200731,3,20200630
5058125558,99991231,20200807,3,20200701
1148621195,99991231,20211103,3,20211103
4108176012,99991231,20200818,3,20200818
5048140707,99991231,20220421,3,20220421
2148676613,99991231,20211231,3,20211231
3128134848,99991231,20210630,3,20210630
6128107824,99991231,20210513,3,20210513
1308111355,99991231,20210425,3,20210425
3068116388,99991231,20211012,3,20211012
1048165075,99991231,20201021,3,20201021
1248616398,99991231,20210820,3,20210820
6038126579,99991231,20220101,3,20220101
2148680441,99991231,20200731,3,20200715
4078111463,99991231,20210621,3,20210621
2298132441,99991231,20200731,3,20200731
3128126256,99991231,20200731,3,20190809
2188114123,99991231,20211231,3,20211231
6188122731,99991231,20210901,3,20210901
6058162038,99991231,20210331,3,20210331
2158114032,99991231,20211025,3,20211025
1348162007,99991231,20201231,3,20201231
3018162607,99991231,20220731,3,20220731
6218155960,99991231,20210303,3,20210303
1138104937,99991231,20210325,3,20210325
2118745234,99991231,20210930,3,20210930
5158100025,99991231,20211126,3,20211126
1398137099,99991231,20210611,3,20210611
6108158953,99991231,20210104,3,20210104
6068154230,99991231,20201231,3,20201231
6058163037,99991231,20211031,3,20211031
5038105750,99991231,20211231,3,20211231
6218126427,99991231,20220430,3,20220430
1348134286,99991231,20220430,3,20220430
2148649095,99991231,20200930,3,20200930
5158114795,99991231,20201231,3,20201231
3058133948,99991231,20210531,3,20210531
6138131201,99991231,20210701,3,20210701
1068171724,99991231,20220630,3,20220630
2138636694,99991231,20210917,3,20210917
6068166357,99991231,20210730,3,20210730
1088121915,99991231,20200731,3,20191231
2208154545,99991231,20200731,3,20191018
2158126294,99991231,20200731,3,20190808
6078136818,99991231,20200731,3,20200229
1368114777,99991231,20210131,3,20210131
6068134568,99991231,20210326,3,20210326
1318177874,99991231,20220531,3,20220531
1208177398,99991231,20200731,3,20180703
1258143501,99991231,20211231,3,20211231
5048149727,99991231,20200731,3,20191231
1088125279,99991231,20200731,3,20191204
1318157844,99991231,20220630,3,20220630
1288135067,99991231,20210731,3,20210731
2148630219,99991231,20220204,3,20220204
1028144128,99991231,20211229,3,20211229
2208132823,99991231,20200731,3,20200706
4168108846,99991231,20211103,3,20211103
1078113635,99991231,20200708,3,20200615
1358145369,99991231,20210111,3,20210111
1058166586,99991231,20201231,3,20201231
1208616116,99991231,20200914,3,20200914
6068152208,99991231,20220630,3,20220630
2258115566,99991231,20210701,3,20210701
1278164292,99991231,20210531,3,20210531
1298116398,99991231,20200930,3,20200930
3148157401,99991231,20200731,3,20191226
1278137193,99991231,20211231,3,20211231
1348159332,99991231,20211123,3,20211123
6038145182,99991231,20220331,3,20220331
2208132804,99991231,20220427,3,20220427
2018115008,99991231,20210930,3,20210930
6028123792,99991231,20200731,3,20200131
1198125963,99991231,20200911,3,20200911
3078116038,99991231,20200731,3,20200328
5138117893,99991231,20211229,3,20211229
3128109368,99991231,20210331,3,20210331
3038137725,99991231,20211220,3,20211220
1058612125,99991231,20211217,3,20211217
1098102376,99991231,20210302,3,20210302
2158189436,99991231,20220331,3,20220331
3128155692,99991231,20201231,3,20201231
4038127231,99991231,20211028,3,20211028
4038127231,20200817,20200731,3,20200721
6038151495,99991231,20200910,3,20200910
5028159404,99991231,20220204,3,20220204
2098116277,99991231,20210525,3,20210525
2208160765,99991231,20201231,3,20201231
6178140468,99991231,20200731,3,20191209
3018168799,99991231,20201218,3,20201218
2088128028,99991231,20210707,3,20210707
1098171306,99991231,20211231,3,20211231
2208662069,99991231,20210412,3,20210412
6038139768,99991231,20220630,3,20220630
1358153554,99991231,20200731,3,20191101
4158104599,99991231,20220405,3,20220405
1198128709,99991231,20201231,3,20201231
5088110199,99991231,20220622,3,20220622
1138120806,99991231,20200731,3,20200206
1318170250,99991231,20200731,3,20200731
6088108896,99991231,20220228,3,20220228
1298146121,99991231,20200731,3,20191231
1078624063,99991231,20210624,3,20210624
1138186564,99991231,20200731,3,20191227
5058128647,99991231,20220425,3,20220425
1268145462,99991231,20200731,3,20191231
5048121239,99991231,20210107,3,20210107
1258142313,99991231,20200730,3,20200630
3148118771,99991231,20211119,3,20211119
1238186687,99991231,20210517,3,20210517
4018504453,99991231,20210630,3,20210630
1148620269,99991231,20210303,3,20210303
6038138153,99991231,20210916,3,20210916
1388113551,99991231,20210630,3,20210630
5138132220,99991231,20220623,3,20220623
1278125396,99991231,20201231,3,20201231
1348162220,99991231,20210930,3,20210930
1068146093,99991231,20220510,3,20220510
2118161514,99991231,20200731,3,20190531
3128142620,99991231,20210331,3,20210331
1338117023,99991231,20220531,3,20220531
2158175155,99991231,20201231,3,20201231
1348147573,99991231,20200731,3,20190521
5148120178,99991231,20220630,3,20220630
2248120580,99991231,20200731,3,20191106
2078142949,99991231,20220502,3,20220502
2248119405,99991231,20210316,3,20210316
1268135663,99991231,20210131,3,20210131
6128105281,99991231,20200731,3,20200225
2208194227,99991231,20210824,3,20210824
2208161497,99991231,20210831,3,20210831
3018138387,99991231,20200901,3,20200901
1198143369,99991231,20220613,3,20220613
1138181841,99991231,20200731,3,20190831
1378107089,99991231,20200731,3,20191231
5148150876,99991231,20200731,3,20191210
6068157839,99991231,20200930,3,20200930
1128120900,99991231,20200731,3,20190605
1218142932,99991231,20210824,3,20210824
1348127688,99991231,20210727,3,20210727
1278129408,99991231,20201210,3,20201210
1258143215,99991231,20220401,3,20220401
2298101012,99991231,20201124,3,20201124
5048106941,99991231,20201215,3,20201215
3148118956,99991231,20220310,3,20220310
3158135206,99991231,20211220,3,20211220
5048112822,99991231,20200916,3,20200916
1258110562,99991231,20200731,3,20191028
2048150775,99991231,20220630,3,20220630
5138123944,99991231,20211229,3,20211229
1078789215,99991231,20220407,3,20220407
1198158654,99991231,20210915,3,20210915
4088142635,99991231,20210730,3,20210730
6078153710,99991231,20211025,3,20211025
3128158442,99991231,20211130,3,20211130
1068173872,99991231,20200731,3,20200331
1138180314,99991231,20200731,3,20200515
1118131044,99991231,20200902,3,20200902
1238195129,99991231,20211019,3,20211019
1078122075,99991231,20220129,3,20220129
1228170431,99991231,20200731,3,20200309
5148131689,99991231,20211231,3,20211231
5148131689,20210704,20210315,3,20210315
1348195997,99991231,20220630,3,20220630
2118737961,99991231,20220630,3,20220630
2048154048,99991231,20211105,3,20211105
4098161407,99991231,20201013,3,20201013
2208107362,99991231,20210608,3,20210608
5088109294,20191031,20191004,3,20190916
1308161229,99991231,20211117,3,20211117
2078155707,99991231,20220331,3,20220331
1208179440,99991231,20220501,3,20220501
1168111214,99991231,20200930,3,20200930
4168128712,99991231,20201231,3,20201231
6068158347,99991231,20211031,3,20211031
2098128429,99991231,20200731,3,20191230
2228103737,99991231,20200731,3,20200228
5048154972,99991231,20210914,3,20210914
1258127137,99991231,20201214,3,20201214
2108155907,99991231,20210325,3,20210325
1188101181,99991231,20200731,3,20200601
6218166318,99991231,20220623,3,20220623
3148154078,99991231,20200731,3,20200630
6078155440,99991231,20211130,3,20211130
3148132303,99991231,20220718,3,20220718
1138150256,99991231,20200731,3,20200106
6198100730,99991231,20210630,3,20210630
1168154697,99991231,20210805,3,20210805
1308149055,99991231,20200731,3,20191031
6068149299,99991231,20220331,3,20220331
1088143199,99991231,20210427,3,20210427
2148714220,99991231,20210319,3,20210319
3148164450,99991231,20210731,3,20210731
2148611060,99991231,20220429,3,20220429
2208169048,99991231,20201105,3,20201105
1018194173,99991231,20200831,3,20200831
1338127462,99991231,20210928,3,20210928
3038130659,99991231,20210113,3,20210113
6098118567,99991231,20220222,3,20220222
1208646075,99991231,20211014,3,20211014
1338123942,99991231,20210901,3,20210901
1238161629,99991231,20200731,3,20200129
3148109796,99991231,20210531,3,20210531
6078110405,99991231,20191231,3,20191231
2018162646,99991231,20211202,3,20211202
6088115422,99991231,20220331,3,20220331
1268115935,99991231,20210731,3,20210731
5068122893,99991231,20200731,3,20200428
1048145370,99991231,20211108,3,20211108
2278106869,99991231,20200731,3,20191106
6048108332,99991231,20201230,3,20201230
5148150314,99991231,20220630,3,20220630
5158112889,99991231,20220128,3,20220128
1398117981,99991231,20210412,3,20210412
2018176645,99991231,20210806,3,20210806
1018163684,99991231,20200731,3,20190917
1208198957,99991231,20200731,3,20200526
2178507345,99991231,20210331,3,20210331
1208632886,99991231,20191231,3,20191231
1228149578,99991231,20201231,3,20201231
3068134692,99991231,20220629,3,20220629
2048140980,99991231,20211015,3,20211015
2158172556,99991231,20201231,3,20201231
6068159536,99991231,20210311,3,20210311
1208602155,99991231,20211029,3,20211029
1128110270,99991231,20210927,3,20210927
1368113458,99991231,20220401,3,20220401
1208186198,99991231,20210315,3,20210315
2248112848,99991231,20220321,3,20220321
1078614643,99991231,20211125,3,20211125
2068184062,99991231,20211231,3,20211231
6168129835,99991231,20210430,3,20210430
2208679522,99991231,20211231,3,20211231
6088129339,99991231,20210805,3,20210805
1168109848,99991231,20220426,3,20220426
1078631318,99991231,20210604,3,20210604
2118639701,99991231,20220331,3,20220331
3058136907,99991231,20220411,3,20220411
6038154361,99991231,20200608,3,20191031
1378132268,99991231,20211130,3,20211130
2068156682,99991231,20201218,3,20201218
4088126902,99991231,20220519,3,20220519
1098185421,99991231,20200731,3,20191230
1248113227,99991231,20210701,3,20210701
2018126000,99991231,20220725,3,20220725
6138100595,99991231,20200904,3,20200904
3128125446,99991231,20200731,3,20190920
1348130752,99991231,20200731,3,20190422
3038504732,99991231,20200708,3,20200612
2248120483,99991231,20211115,3,20211115
2298125921,99991231,20200731,3,20191230
3038120049,99991231,20200731,3,20191031
6098155543,99991231,20210715,3,20210715
3128134417,99991231,20200731,3,20200601
1268148606,99991231,20201102,3,20201102
4168512260,99991231,20200731,3,20191231
1338123525,99991231,20210823,3,20210823
6098159461,99991231,20210731,3,20210731
2148673071,99991231,20220502,3,20220502
1028124535,99991231,20200731,3,20200814
5088113503,99991231,20220228,3,20220228
4098149311,99991231,20220531,3,20220531
1068615732,99991231,20201112,3,20201112
1198141022,99991231,20210825,3,20210825
5028144842,99991231,20200731,3,20200623
2158117437,99991231,20210510,3,20210510
1148178674,99991231,20220620,3,20220620
2128137749,99991231,20211231,3,20211231
5148115108,99991231,20200807,3,20200602
6218114066,99991231,20220721,3,20220721
3148117170,99991231,20210702,3,20210702
1078155843,99991231,20220801,3,20220801
5138110788,99991231,20211231,3,20211231
3018128332,99991231,20210803,3,20210803
1258137917,99991231,20200731,3,20190725
2208126277,99991231,20201125,3,20201125
4168140055,99991231,20211008,3,20211008
6218155164,99991231,20210730,3,20210730
5138126408,99991231,20211117,3,20211117
1258112615,20200920,20200731,3,20200729
1258112615,20200722,20200731,3,20200416
5118102846,99991231,20200807,3,20200715
6088123771,99991231,20220531,3,20220531
2188115914,99991231,20211231,3,20211231
2208662962,99991231,20201204,3,20201204
4028153696,99991231,20200731,3,20191230
2208194061,99991231,20211001,3,20211001
1058617867,99991231,20200731,3,20200331
4038118237,99991231,20211231,3,20211231
2138637785,99991231,20211231,3,20211231
1278111908,99991231,20210610,3,20210610
4108173897,99991231,20220314,3,20220314
1348170109,99991231,20200930,3,20200930
2118656729,99991231,20200731,3,20200420
2158168426,99991231,20200731,3,20200409
2158168426,20191209,20200731,3,20190508
1198121477,99991231,20200731,3,20190930
1308155066,99991231,20200731,3,20200501
1208197166,99991231,20220331,3,20220331
1058168755,99991231,20200731,3,20200630
6058101346,99991231,20210803,3,20210803
2088125074,99991231,20201216,3,20201216
4088135060,99991231,20200731,3,20200229
1278142643,99991231,20200731,3,20190923
1318169277,99991231,20220623,3,20220623
5138121500,99991231,20201029,3,20201029
6168131457,99991231,20200731,3,20190228
3128160953,99991231,20220531,3,20220531
1358121315,99991231,20201031,3,20201031
5148145015,99991231,20200731,3,20190423
6108107250,99991231,20210831,3,20210831
1098189183,99991231,20210706,3,20210706
2158630906,99991231,20200731,3,20200623
6038121458,99991231,20200731,3,20190630
2208619960,99991231,20200731,3,20200305
1278172749,99991231,20211231,3,20211231
2108101416,99991231,20210817,3,20210817
5078104409,99991231,20200731,3,20191101
2208652746,99991231,20220719,3,20220719
2068179064,99991231,20220414,3,20220414
2148733789,99991231,20200731,3,20200706
1088124101,99991231,20210430,3,20210430
3148115401,99991231,20200731,3,20190814
1248194031,99991231,20200731,3,20190201
4038104640,99991231,20201230,3,20201230
2118501436,99991231,20200731,3,20200727
1208157354,99991231,20220131,3,20220131
1338123995,99991231,20220331,3,20220331
5038157898,99991231,20200930,3,20200930
4098122952,99991231,20200731,3,20191231
6228113532,99991231,20220630,3,20220630
1308154674,99991231,20210308,3,20210308
2208610668,99991231,20201023,3,20201023
1248194346,99991231,20200821,3,20200821
1208191314,99991231,20211220,3,20211220
6208107844,99991231,20210303,3,20210303
1078157929,99991231,20211013,3,20211013
2268105912,99991231,20220531,3,20220531
2208633453,99991231,20211031,3,20211031
6218136717,99991231,20210603,3,20210603
3038121316,99991231,20210228,3,20210228
2208602722,99991231,20200731,3,20191031
5088112765,99991231,20201231,3,20201231
4108163083,99991231,20211130,3,20211130
3058165775,99991231,20220714,3,20220714
1098181008,99991231,20201116,3,20201116
6108156746,99991231,20200731,3,20191220
5048126710,99991231,20211210,3,20211210
2248123350,99991231,20210723,3,20210723
5068149247,99991231,20200731,3,20200618
2048143726,99991231,20201223,3,20201223
1238176156,99991231,20211021,3,20211021
3068111006,99991231,20211021,3,20211021
1398134660,99991231,20210630,3,20210630
2268123389,99991231,20210531,3,20210531
5148134954,99991231,20200807,3,20200630
5068505096,99991231,20200731,3,20200109
5138112689,99991231,20200731,3,20191210
1278160559,99991231,20201007,3,20201007
1268155562,99991231,20211231,3,20211231
1348174901,99991231,20200916,3,20200916
3018157351,99991231,20201231,3,20201231
2148623552,99991231,20201020,3,20201020
2158171746,99991231,20210415,3,20210415
3078114291,99991231,20210622,3,20210622
4028129371,99991231,20211021,3,20211021
5158115284,99991231,20220615,3,20220615
1198129810,99991231,20200826,3,20200630
1248170475,99991231,20220520,3,20220520
2208158880,99991231,20211029,3,20211029
6158128911,99991231,20211231,3,20211231
1088117861,99991231,20200731,3,20191218
1248123481,99991231,20200731,3,20200618
1248123481,20190916,20200731,3,20190731
1198144882,99991231,20210630,3,20210630
4098125605,99991231,20200731,3,20200716
1318157387,99991231,20200731,3,20200511
6158108685,99991231,20200731,3,20191202
1398502583,99991231,20200731,3,20191209
6048132415,99991231,20220331,3,20220331
4168109791,99991231,20210111,3,20210111
5128109293,99991231,20201230,3,20201230
6068174537,99991231,20200731,3,20200702
6098144105,99991231,20201228,3,20201228
1098124026,99991231,20220630,3,20220630
2128147024,99991231,20210720,3,20210720
5138131901,99991231,20200731,3,20200423
1218113500,99991231,20210630,3,20210630
6168129553,99991231,20200731,3,20200731
6228119967,99991231,20210401,3,20210401
2208119913,99991231,20200731,3,20190903
5138116953,99991231,20200731,3,20191205
1068611793,99991231,20210331,3,20210331
2018149041,99991231,20200731,3,20200331
6088119656,99991231,20200831,3,20200831
5048131789,99991231,20200731,3,20191025
1098147714,99991231,20200930,3,20200930
5048116395,99991231,20200925,3,20200925
6038133726,99991231,20200608,3,20200517
1168171212,99991231,20200731,3,20200501
1058159746,99991231,20210409,3,20210409
5048126248,99991231,20211029,3,20211029
6218509523,99991231,20210119,3,20210119
6218132875,99991231,20200731,3,20200331
1238161949,99991231,20211231,3,20211231
1298152109,99991231,20200731,3,20200622
1018154206,99991231,20201231,3,20201231
1208141532,99991231,20201123,3,20201123
3038135203,99991231,20200731,3,20191228
1268145521,99991231,20210331,3,20210331
1078620640,99991231,20210430,3,20210430
6188106221,99991231,20210812,3,20210812
2118403984,99991231,20201211,3,20201211
6038155507,99991231,20201102,3,20201102
1278119730,99991231,20210331,3,20210331
2158137511,99991231,20210927,3,20210927
2158137511,20200121,20200731,3,20191130
4078106747,99991231,20200731,3,20191231
1028143212,99991231,20210528,3,20210528
1378120438,99991231,20200731,3,20190702
3058121501,99991231,20200731,3,20200430
1198131150,99991231,20201231,3,20201231
5158119183,99991231,20220119,3,20220119
1298117534,99991231,20200731,3,20200203
5148149457,99991231,20200731,3,20191004
6228114977,99991231,20201224,3,20201224
1198149534,99991231,20201123,3,20201123
3128158914,99991231,20200731,3,20200531
2118662240,99991231,20200731,3,20200229
6218156498,99991231,20201231,3,20201231
5048142423,99991231,20210131,3,20210131
2068156872,99991231,20220704,3,20220704
2068156872,20220306,20220303,3,20220303
4038102337,99991231,20200731,3,20181231
2118609605,99991231,20210630,3,20210630
5028137996,99991231,20220128,3,20220128
6098126655,99991231,20211016,3,20211016
1368103722,99991231,20200914,3,20200914
1298133529,99991231,20210630,3,20210630
2158610609,99991231,20210722,3,20210722
6128110824,99991231,20220401,3,20220401
5068106762,99991231,20220701,3,20220701
1208125769,99991231,20200731,3,20200521
2158618917,99991231,20200731,3,20190901
3058162083,99991231,20200731,3,20200313
4088139580,99991231,20210324,3,20210324
2138614647,99991231,20211231,3,20211231
1318153566,99991231,20200604,3,20200604
1258101011,99991231,20200731,3,20200117
4118111410,99991231,20210331,3,20210331
2148663520,99991231,20200731,3,20200618
5058136680,99991231,20211231,3,20211231
2118129019,99991231,20210930,3,20210930
3038125874,99991231,20220729,3,20220729
2148668092,99991231,20201130,3,20201130
3138107489,99991231,20200708,3,20200331
1288161037,99991231,20210518,3,20210518
6098160634,99991231,20210527,3,20210527
3148109379,99991231,20201231,3,20201231
4098144349,99991231,20210930,3,20210930
4088126483,99991231,20210226,3,20210226
3128626305,99991231,20200731,3,20191125
1058173262,99991231,20200731,3,20200527
1058173262,20200525,20200731,3,20200402
5048121108,99991231,20210105,3,20210105
1248607360,99991231,20200731,3,20190717
3148120864,99991231,20201231,3,20201231
2018125597,99991231,20211026,3,20211026
2028145276,99991231,20210322,3,20210322
2128138466,99991231,20211231,3,20211231
6038155133,99991231,20200731,3,20200525
4108145260,99991231,20211231,3,20211231
1108146980,99991231,20211103,3,20211103
2118102252,99991231,20220720,3,20220720
4038121367,99991231,20211231,3,20211231
1268147121,99991231,20210228,3,20210228
2128133030,99991231,20200731,3,20200731
3088101620,99991231,20211202,3,20211202
6098122644,99991231,20210701,3,20210701
1208159653,99991231,20220430,3,20220430
5058111466,99991231,20220426,3,20220426
2048159664,99991231,20220731,3,20220731
2208629037,99991231,20211231,3,20211231
2268109830,99991231,20200731,3,20200620
1148122210,99991231,20220223,3,20220223
5138118117,99991231,20210228,3,20210228
1208634827,99991231,20200731,3,20200630
2118671550,99991231,20200731,3,20191231
6068164214,99991231,20211202,3,20211202
1218128487,99991231,20200731,3,20190905
2118614336,99991231,20210330,3,20210330
1238177887,99991231,20220428,3,20220428
2148742390,99991231,20200731,3,20200323
1318103877,99991231,20200731,3,20200723
1078153689,99991231,20200731,3,20190731
2048158914,99991231,20220607,3,20220607
6058514742,99991231,20210930,3,20210930
5038147288,99991231,20211201,3,20211201
1138151013,99991231,20210701,3,20210701
6068184748,99991231,20220131,3,20220131
6068171961,99991231,20210731,3,20210731
3078103533,99991231,20200731,3,20190702
1318159819,99991231,20200731,3,20200630
6138109470,99991231,20210106,3,20210106
2108131512,99991231,20210222,3,20210222
1048176058,99991231,20200904,3,20200904
1168141421,99991231,20220504,3,20220504
1078619406,99991231,20200918,3,20200918
1218119862,99991231,20220331,3,20220331
3048108709,99991231,20220712,3,20220712
1138172357,99991231,20220210,3,20220210
3018162586,99991231,20200608,3,20200430
1348147312,99991231,20211230,3,20211230
1058642648,99991231,20210331,3,20210331
1208662828,99991231,20200731,3,20191231
4088155412,99991231,20200731,3,20190911
1378131726,99991231,20210706,3,20210706
2018175006,99991231,20220105,3,20220105
2118650313,99991231,20211031,3,20211031
4088133422,99991231,20211213,3,20211213
1238160386,99991231,20200731,3,20200117
6068147928,99991231,20200731,3,20200122
6228119007,99991231,20200731,3,20191227
2178114737,99991231,20200731,3,20200630
5158106937,99991231,20210331,3,20210331
2078146208,99991231,20211221,3,20211221
2048172992,99991231,20210331,3,20210331
1058662377,99991231,20201231,3,20201231
4098168415,99991231,20201016,3,20201016
3058138453,99991231,20210630,3,20210630
1058160656,99991231,20220209,3,20220209
2118691497,99991231,20220429,3,20220429
1248192412,99991231,20210608,3,20210608
6058144160,99991231,20220216,3,20220216
1138155737,99991231,20200731,3,20200403
2118601904,99991231,20210731,3,20210731
1208140606,99991231,20200731,3,20191231
5088113217,99991231,20210331,3,20210331
4118113795,99991231,20201231,3,20201231
4128107452,99991231,20210901,3,20210901
2158615356,99991231,20211231,3,20211231
5108111226,99991231,20210820,3,20210820
5028146627,99991231,20210915,3,20210915
1268157293,99991231,20220731,3,20220731
2208665329,99991231,20201110,3,20201110
2148891641,99991231,20211228,3,20211228
1088129222,99991231,20200731,3,20180912
4098137547,99991231,20200731,3,20200401
1138130022,99991231,20211130,3,20211130
1058182252,99991231,20210930,3,20210930
1078627167,99991231,20210630,3,20210630
5058130819,99991231,20200731,3,20190730
1348152019,99991231,20210503,3,20210503
1098151877,99991231,20211231,3,20211231
1268121382,99991231,20211005,3,20211005
2118699621,99991231,20211231,3,20211231
6158123463,99991231,20200731,3,20190625
1138172890,99991231,20211025,3,20211025
2208191327,99991231,20210728,3,20210728
2208123173,99991231,20200731,3,20200430
6038110062,99991231,20200731,3,20190510
1098143760,99991231,20200731,3,20190927
6228114303,99991231,20200731,3,20191202
6098150816,99991231,20220630,3,20220630
6078152555,99991231,20211025,3,20211025
3148133020,99991231,20200731,3,20190716
6228125168,99991231,20220131,3,20220131
3058152722,99991231,20210630,3,20210630
1238108696,99991231,20200731,3,20200531
2178115925,99991231,20211130,3,20211130
6178145594,99991231,20211231,3,20211231
1298137660,99991231,20211215,3,20211215
1248154271,99991231,20220301,3,20220301
1358161199,99991231,20220401,3,20220401
4118106275,99991231,20210520,3,20210520
1058653179,99991231,20200811,3,20200811
2058140611,99991231,20200731,3,20190822
2198104026,99991231,20211125,3,20211125
3018108530,99991231,20210511,3,20210511
1208172660,99991231,20201231,3,20201231
2148690274,99991231,20211116,3,20211116
2158600455,99991231,20200731,3,20200331
2158600455,20200507,20200731,3,20200331
6098155918,99991231,20210210,3,20210210
5028103889,99991231,20211123,3,20211123
1348107080,99991231,20211230,3,20211230
4098177888,99991231,20220511,3,20220511
2048135473,99991231,20211231,3,20211231
1348176952,99991231,20200731,3,20191014
6048123459,99991231,20211015,3,20211015
1068625128,99991231,20200928,3,20200928
1248171775,99991231,20210722,3,20210722
6218147228,99991231,20200731,3,20190610
6218152264,99991231,20200731,3,20200417
1298150396,99991231,20200731,3,20190904
1308185293,99991231,20210831,3,20210831
2148742589,99991231,20200731,3,20200311
2208152061,99991231,20210202,3,20210202
1368133148,99991231,20200731,3,20200624
1378130066,99991231,20211231,3,20211231
3068135764,99991231,20211130,3,20211130
2158182409,99991231,20211228,3,20211228
3128138621,99991231,20211231,3,20211231
5048129769,99991231,20200731,3,20190731
2298139255,99991231,20210415,3,20210415
1138165986,99991231,20210225,3,20210225
1088100996,99991231,20200731,3,20200229
1058622491,99991231,20210930,3,20210930
2208139923,99991231,20220208,3,20220208
1278133858,99991231,20220615,3,20220615
1078637480,99991231,20210926,3,20210926
2148702705,99991231,20200731,3,20200225
2208182721,99991231,20210630,3,20210630
3128121116,99991231,20211027,3,20211027
3128150853,99991231,20200930,3,20200930
2208622825,99991231,20200731,3,20200728
1068625002,99991231,20220315,3,20220315
1168142134,99991231,20201231,3,20201231
2238103292,99991231,20200801,3,20200801
1348152585,99991231,20211201,3,20211201
2198108702,99991231,20220630,3,20220630
2138626838,99991231,20210331,3,20210331
1208103862,99991231,20210419,3,20210419
5028138054,99991231,20200925,3,20200925
1248173467,99991231,20200731,3,20191031
1208610238,99991231,20220330,3,20220330
1068601790,99991231,20220317,3,20220317
5048154201,99991231,20211031,3,20211031
1208153474,99991231,20200731,3,20191130
1168404145,99991231,20210630,3,20210630
1208192633,99991231,20210729,3,20210729
6038127054,99991231,20211231,3,20211231
5038161806,99991231,20201031,3,20201031
1288154098,99991231,20220331,3,20220331
1398118087,99991231,20200731,3,20191025
4028143164,99991231,20211025,3,20211025
6218139029,99991231,20220714,3,20220714
2158612081,99991231,20200731,3,20190710
2118701390,99991231,20200731,3,20200205
